TEMPLATE_ID,SUBJECT_ID,FILE
0,1673,img/8565.jpg
0,1673,img/8559.jpg
0,1673,img/8579.jpg
0,1673,img/8558.jpg
0,1673,frame/29930_00060.png
0,1673,frame/29930_00120.png
0,1673,frame/29930_00180.png
0,1673,frame/29930_00240.png
0,1673,frame/29930_00300.png
0,1673,frame/29930_00360.png
0,1673,frame/29930_00390.png
0,1673,frame/29930_00450.png
0,1673,frame/29985_00000.png
0,1673,frame/29985_00060.png
0,1673,frame/29985_00090.png
0,1673,frame/29985_00150.png
0,1673,frame/29985_00210.png
0,1673,frame/29985_00270.png
0,1673,frame/29985_00321.png
0,1673,frame/29985_00381.png
0,1673,frame/29985_00441.png
0,1673,frame/29985_00480.png
0,1673,frame/29985_00540.png
1,1673,img/8580.jpg
2,1673,img/8563.JPG
5,1673,img/8572.jpg
6,1673,img/8564.jpg
7,1673,frame/29931_00000.png
7,1673,frame/29931_00060.png
7,1673,frame/29931_00120.png
7,1673,frame/29931_00180.png
7,1673,frame/29931_00240.png
7,1673,frame/29931_00300.png
7,1673,frame/29931_00315.png
7,1673,frame/29931_00375.png
7,1673,frame/29931_00435.png
7,1673,frame/29931_00495.png
7,1673,frame/29931_00555.png
22,417,img/2546.jpg
22,417,img/2535.jpg
22,417,img/2569.jpg
22,417,img/2541.jpg
22,417,img/2547.jpg
22,417,img/2539.jpg
22,417,img/2538.jpg
22,417,frame/28825_00000.png
22,417,frame/28825_00060.png
22,417,frame/28798_00000.png
22,417,frame/28798_00060.png
22,417,frame/28798_00120.png
22,417,frame/28798_00150.png
22,417,frame/28798_00210.png
22,417,frame/28798_00270.png
22,417,frame/28798_00330.png
22,417,frame/28798_00390.png
22,417,frame/28798_00450.png
22,417,frame/28798_00510.png
22,417,frame/28798_00570.png
22,417,frame/28798_00600.png
22,417,frame/28798_00660.png
22,417,frame/28798_00720.png
22,417,frame/28843_00000.png
22,417,frame/28843_00060.png
22,417,frame/28843_00120.png
22,417,frame/28843_00180.png
22,417,frame/28843_00240.png
22,417,frame/28843_00255.png
22,417,frame/28843_00315.png
22,417,frame/28843_00375.png
22,417,frame/30391_00000.png
22,417,frame/30391_00060.png
22,417,frame/30391_00120.png
22,417,frame/28846_00000.png
22,417,frame/28846_00060.png
22,417,frame/28846_00120.png
22,417,frame/28846_00135.png
22,417,frame/28846_00195.png
22,417,frame/28846_00255.png
22,417,frame/28846_00315.png
23,417,img/2534.jpeg
24,417,img/2528.jpg
25,417,img/2564.jpg
26,417,img/2558.jpg
27,417,frame/28819_00000.png
27,417,frame/28819_00060.png
27,417,frame/28819_00120.png
27,417,frame/28819_00180.png
27,417,frame/28819_00240.png
27,417,frame/28819_00300.png
27,417,frame/28819_00315.png
27,417,frame/28819_00375.png
28,417,frame/28795_00000.png
28,417,frame/28795_00120.png
28,417,frame/28795_00180.png
28,417,frame/28795_00240.png
29,417,frame/28824_00000.png
29,417,frame/28824_00060.png
33,283,img/1513.JPG
33,283,img/1512.jpg
33,283,img/2662.JPG
33,283,img/11091.JPG
33,283,frame/28593_00000.png
33,283,frame/28593_00060.png
33,283,frame/28593_00120.png
33,283,frame/28593_00135.png
33,283,frame/28593_00195.png
33,283,frame/28593_00255.png
33,283,frame/28593_00315.png
33,283,frame/28593_00375.png
34,283,img/1514.JPG
36,283,img/11088.jpg
37,283,img/1519.jpg
38,283,img/1515.jpg
39,283,frame/28625_00000.png
39,283,frame/28625_00060.png
39,283,frame/28625_00103.png
39,283,frame/28625_00163.png
39,283,frame/28625_00223.png
39,283,frame/28625_00283.png
39,283,frame/28625_00343.png
39,283,frame/28625_00403.png
39,283,frame/28625_00463.png
39,283,frame/28625_00478.png
43,660,img/7283.jpg
43,660,img/7308.jpg
43,660,img/7271.jpg
43,660,img/7270.jpg
43,660,img/7282.jpg
43,660,img/7277.jpg
43,660,img/7278.jpg
43,660,frame/29715_00060.png
43,660,frame/29715_00120.png
43,660,frame/29738_00000.png
43,660,frame/29738_00060.png
43,660,frame/29738_00097.png
43,660,frame/29738_00157.png
43,660,frame/29738_00217.png
43,660,frame/29738_00277.png
43,660,frame/29717_00060.png
43,660,frame/29717_00120.png
43,660,frame/29717_00180.png
43,660,frame/29717_00240.png
43,660,frame/29717_00300.png
43,660,frame/29717_00360.png
43,660,frame/29717_00420.png
43,660,frame/29717_00450.png
43,660,frame/29717_00510.png
43,660,frame/29717_00570.png
43,660,frame/29717_00630.png
43,660,frame/29717_00690.png
43,660,frame/29717_00750.png
43,660,frame/29717_00810.png
43,660,frame/29717_00870.png
43,660,frame/29717_00900.png
44,660,img/7267.jpg
45,660,img/7310.jpg
46,660,img/7280.jpg
47,660,img/4045.jpg
48,660,img/7284.jpg
49,660,img/7281.jpg
50,660,img/7279.jpg
51,660,img/7265.jpg
55,47,img/206.jpg
55,47,img/209.jpg
55,47,img/205.jpg
55,47,img/561.jpg
55,47,img/10919.jpg
55,47,img/31886.jpg
55,47,img/31890.jpeg
55,47,img/38017.jpg
55,47,img/38309.jpg
55,47,frame/28338_00000.png
55,47,frame/28338_00060.png
55,47,frame/28338_00120.png
55,47,frame/28338_00180.png
55,47,frame/28338_00240.png
55,47,frame/28338_00270.png
55,47,frame/28338_00330.png
55,47,frame/28338_00390.png
55,47,frame/28338_00450.png
55,47,frame/28257_00000.png
55,47,frame/28257_00060.png
55,47,frame/28257_00120.png
55,47,frame/28257_00180.png
55,47,frame/28259_00000.png
55,47,frame/28259_00060.png
55,47,frame/28259_00120.png
55,47,frame/28227_00000.png
55,47,frame/28227_00060.png
56,47,img/4441.jpg
57,47,img/562.jpeg
58,47,img/204.JPG
59,47,img/31892.jpg
60,47,frame/29745_00000.png
60,47,frame/29745_00060.png
61,47,frame/28258_00000.png
61,47,frame/28258_00060.png
61,47,frame/28258_00120.png
61,47,frame/28258_00180.png
62,47,frame/28210_00000.png
62,47,frame/28210_00060.png
66,569,img/3733.jpg
66,569,img/3578.jpg
66,569,img/3735.jpg
66,569,img/3745.jpg
67,569,img/3738.jpg
68,569,img/3737.jpg
69,569,frame/28972_00000.png
69,569,frame/28972_00060.png
69,569,frame/28972_00120.png
69,569,frame/28972_00180.png
69,569,frame/28972_00240.png
69,569,frame/28972_00300.png
69,569,frame/28972_00360.png
69,569,frame/28972_00405.png
69,569,frame/28972_00465.png
